check_id,languages,js_ts
yaml.docker-compose.security.privileged-service.privileged-service,yaml,nao
yaml.docker-compose.security.seccomp-confinement-disabled.seccomp-confinement-disabled,yaml,nao
yaml.docker-compose.security.selinux-separation-disabled.selinux-separation-disabled,yaml,nao
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,yaml,nao
yaml.github-actions.security.allowed-unsecure-commands.allowed-unsecure-commands,yaml,nao
yaml.github-actions.security.curl-eval.curl-eval,yaml,nao
yaml.github-actions.security.detect-shai-hulud-backdoor.detect-shai-hulud-backdoor,yaml,nao
yaml.github-actions.security.gha-curl-pipe-shell.gha-curl-pipe-shell,yaml,nao
yaml.github-actions.security.gha-workflow-env-secret.gha-workflow-env-secret,yaml,nao
yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag,yaml,nao
yaml.github-actions.security.github-script-injection.github-script-injection,yaml,nao
yaml.github-actions.security.pull-request-target-code-checkout.pull-request-target-code-checkout,yaml,nao
yaml.github-actions.security.run-shell-injection.run-shell-injection,yaml,nao
yaml.github-actions.security.secrets-inherit.secrets-inherit,yaml,nao
yaml.github-actions.security.workflow-run-target-code-checkout.workflow-run-target-code-checkout,yaml,nao
yaml.kubernetes.security.allow-privilege-escalation-no-securitycontext.allow-privilege-escalation-no-securitycontext,yaml,nao
yaml.kubernetes.security.allow-privilege-escalation-true.allow-privilege-escalation-true,yaml,nao
yaml.kubernetes.security.allow-privilege-escalation.allow-privilege-escalation,yaml,nao
yaml.kubernetes.security.env.flask-debugging-enabled.flask-debugging-enabled,yaml,nao
yaml.kubernetes.security.exposing-docker-socket-hostpath.exposing-docker-socket-hostpath,yaml,nao
yaml.kubernetes.security.hostipc-pod.hostipc-pod,yaml,nao
yaml.kubernetes.security.hostnetwork-pod.hostnetwork-pod,yaml,nao
yaml.kubernetes.security.hostpid-pod.hostpid-pod,yaml,nao
yaml.kubernetes.security.legacy-api-clusterrole-excessive-permissions.legacy-api-clusterrole-excessive-permissions,yaml,nao
yaml.kubernetes.security.privileged-container.privileged-container,yaml,nao
yaml.kubernetes.security.run-as-non-root.run-as-non-root,yaml,nao
yaml.kubernetes.security.seccomp-confinement-disabled.seccomp-confinement-disabled,yaml,nao
yaml.kubernetes.security.skip-tls-verify-cluster.skip-tls-verify-cluster,yaml,nao
yaml.kubernetes.security.skip-tls-verify-service.skip-tls-verify-service,yaml,nao
yaml.openapi.security.openai-consequential-action-false.openai-consequential-action-false,yaml,nao
yaml.openapi.security.use-of-basic-authentication.use-of-basic-authentication,yaml,nao
